572987,completed_status,state,company_id,notary_id,total_notary_fee,city,appointment_date,product_name,travel_distance,docs_to_notary_sent
568489,completed,TN,3,39842,90,Murfreesboro,8/19/16,Refi - Fax Back - maximum 200 pages,11.27550627,sent
571241,completed,TN,3,43485,90,Knoxville,8/19/16,Standard Refi. 95-110 pgs. NO Faxbacks. Docs emailed to you.,9.759961387,sent
572134,completed,TN,1,71015,85,Millington,8/19/16,Refi -No Fax Back -avg 200 pages,7.737480643,sent
573669,completed,TN,1,44886,85,Old Hickory,8/22/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",10.81049946,sent_by_client
573740,completed,TN,2,71051,90,GALLATIN,8/25/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",11.83723879,emailed_to_notary
573964,completed,TN,2,71051,90,HENDERSONVILLE,8/19/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",17.27927724,sent_by_client
574326,completed,TN,2,62217,90,NASHVILLE,8/19/16,"Buyer & Seller Purchase, With Scan/fax backs (edocs)",7.891477419,sent_by_client
574307,canceled,AL,3,43470,90,Attalla,8/23/16,Refi - Edocs,23.46398047,
576144,completed,TN,1,66657,85,Kodak,8/23/16,Refi - Fax Back - maximum 200 pages,15.095929,emailed_to_notary
576464,completed,TN,1,71694,85,Clarksville,8/22/16,Refinance Application Signing ,36.54141501,sent
578375,completed,TN,1,33025,90,CROSSVILLE,8/24/16,Refinance Signing w/ E-docs,22.8626857,sent
580640,completed,TN,2,41391,90,BRENTWOOD,8/23/16,Refinance Signing w/ E-docs,2.835809226,emailed_to_notary
581616,completed,TN,1,65628,90,"Cookeville,",8/23/16,Purchase with mortgage,9.771344166,sent_by_client
560348,canceled,AL,3,,100,Troy,8/16/16,Refi - Edocs,,
581864,completed,TN,2,55480,85,Chattanooga,8/24/16,Purchase with mortgage,5.146713013,sent_by_client
581909,completed,TN,2,66657,85,Powell,8/24/16,Purchase with mortgage,11.48732142,sent_by_client
582108,completed,TN,1,66889,90,Bolivar,8/26/16,Purchase with mortgage,49.26390792,sent
576288,completed,AL,1,16319,95,PHENIX CITY,8/19/16,Refinance - No Faxbacks,0.91150034,sent
582314,completed,TN,2,50077,90,Blountville,8/24/16,Purchase with mortgage,16.48108668,sent_by_client
582411,completed,TN,2,55480,90,Hixson,8/24/16,Purchase with mortgage,10.0294367,sent_by_client
582486,completed,TN,3,71015,85,Memphis,8/24/16,Purchase with mortgage,8.533395054,sent
582534,completed,TN,1,52940,85,Murfreesboro,8/23/16,Purchase with mortgage,1.807828069,sent
583946,completed,TN,3,65879,90,Nolensville,8/27/16,Refinance E-Docs/No Faxbacks,7.414910981,sent
592314,completed,TN,1,41303,90,Hendersonville,8/29/16,Refi Signing,3.350700787,sent_by_client
568029,completed,AL,1,16319,95,OPELIKA,8/18/16,Refinance E-Docs/No Faxbacks,25.05319421,sent
592615,completed,TN,1,41303,90,Nashville,8/28/16,Refi Signing,17.33216983,sent_by_client
593524,completed,TN,1,52940,85,Brentwood,8/31/16,Refinance - No Faxbacks,17.03830533,sent_by_client
595635,completed,TN,0,52940,85,CT Antioch,8/30/16,Refi - Fax Back - maximum 200 pages,14.06336965,sent
596300,completed,TN,1,33008,90,Johnson City,8/30/16,Refi - Fax Back - maximum 200 pages,12.46003893,sent_by_client
599650,completed,TN,0,50684,90,Nashville,8/31/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,4.976696436,sent
586895,canceled,AL,3,,100,Greenville,8/29/16,Refi - Edocs,,
599679,completed,TN,0,50684,90,Nashville,8/31/16,PURCHASE WITH FAX BACKS,4.976696436,sent
568029,completed,AL,1,16319,95,OPELIKA,8/18/16,Refinance E-Docs/No Faxbacks,25.05319421,sent
535800,completed,TN,1,50133,85,Newport,8/1/16,PURCHASE WITH FAX BACKS,25.18011549,sent_by_client
542971,completed,TN,3,70855,90,Dayton,8/5/16,PURCHASE WITH FAX BACKS,30.30575703,sent
543144,completed,TN,2,51917,95,MARYVILLE,8/9/16,"Refi, NO scan/fax backs (edocs)",27.37454343,sent_by_client
545361,completed,AL,3,40966,95,LILLIAN,8/2/16,Refinance - No Faxbacks,43.65349872,sent
543196,completed,TN,3,68939,95,hendersonville,8/2/16,Refi,4.108878768,sent
577108,completed,AL,1,71052,95,Jacksonville,8/22/16,Investment Refi-Fax Back - maximum 200 pages,54.61712264,sent
546469,completed,AL,1,26223,95,Gaylesville,8/5/16,Refinance - No Faxbacks,18.51710145,sent_by_client
587766,completed,AL,1,26267,95,Montgomery,8/26/16,Refi - Fax Back - maximum 200 pages,3.990955267,overnighted
543289,completed,TN,2,67546,95,Toone,8/1/16,Refinance,31.10156143,sent_by_client
543371,completed,TN,2,59676,90,NASHVILLE,8/10/16,"Refi, NO scan/fax backs (edocs)",4.439053561,sent_by_client
543540,completed,TN,2,55480,90,OCOEE,8/3/16,"Refi, NO scan/fax backs (edocs)",32.47912434,sent_by_client
535628,completed,AL,3,38033,95,Enterprise,8/1/16,Refi - Edocs,4.84855943,direct_links
536177,completed,AL,3,62215,95,Athens,8/1/16,Refi - Edocs,10.05882179,direct_links
538166,completed,AL,3,68840,95,Laceys Spring,8/4/16,Refi - Edocs,13.25956837,direct_links
541314,completed,AL,3,63528,95,Dothan,8/4/16,Refi - Edocs,1.870178944,direct_links
542038,completed,AL,3,51720,95,Northport,8/3/16,Refi - Edocs,3.448589293,direct_links
543175,completed,AL,3,65704,95,Montevallo,8/4/16,Refi - Edocs,8.295829248,direct_links
543946,completed,AL,3,38668,95,Birmingham,8/5/16,Refi - Edocs,1.963187626,direct_links
547160,completed,AL,3,68840,95,Madison,8/9/16,Refi - Edocs,10.93503481,direct_links
547466,completed,AL,3,64953,95,Kimberly,8/8/16,Refi - Edocs,16.24902966,sent
547576,completed,AL,3,26246,95,Mobile,8/10/16,Refi - Edocs,9.830711056,direct_links
547685,completed,AL,3,62215,95,Harvest,8/5/16,Refi - Edocs,5.073109938,direct_links
547704,completed,AL,3,71151,95,Prattville,8/8/16,Refi - Edocs,45.39497917,sent
548622,completed,AL,3,26246,95,Daphne,8/8/16,Refi - Edocs,25.36291531,direct_links
549401,completed,AL,3,63077,95,"Madison, AL",8/20/16,Refi - Edocs,3.122960149,sent
549405,completed,AL,3,70276,95,New Market,8/9/16,Refi - Edocs,5.724322714,direct_links
549458,completed,AL,3,61429,95,Cullman,8/8/16,Refi - Edocs,20.65329807,direct_links
549463,completed,AL,3,53197,95,Athens,8/11/16,Refi - Edocs,12.69105388,sent
549601,completed,AL,3,68840,95,Toney,8/8/16,Refi - Edocs,18.66896808,sent
549685,completed,AL,3,38308,95,Anniston,8/6/16,Refi - Edocs,0.730163954,direct_links
560348,canceled,AL,3,,100,Troy,8/16/16,Refi - Edocs,,
550746,completed,AL,3,68840,95,Huntsville,8/11/16,Refi - Edocs,11.78764464,direct_links
578902,canceled,AL,0,,0,Mobile,8/22/16,Refi - Email Docs - IL,,
550774,completed,AL,3,51720,95,Centreville,8/11/16,Refi - Edocs,29.51505079,direct_links
551689,completed,AL,3,68959,95,Montgomery,8/10/16,Refi - Edocs,1.385844348,direct_links
551703,completed,AL,3,55255,95,Spanish Fort,8/12/16,Refi - Edocs,8.183255769,sent
545103,completed,TN,2,41391,95,BRENTWOOD,8/8/16,Refinance,2.93783243,sent
552454,completed,AL,3,26210,95,Mobile,8/10/16,Refi - Edocs,1.467974959,direct_links
552468,completed,AL,3,53197,95,Ardmore,8/13/16,Refi - Edocs,11.28634725,direct_links
552592,completed,AL,3,68840,95,Huntsville,8/9/16,Refi - Edocs,7.731879472,sent
555191,completed,AL,3,51720,95,Tuscaloosa,8/15/16,Refi - Edocs,6.69180484,direct_links
545148,completed,TN,2,71349,95,Dayton,8/2/16,Refinance,33.62866656,sent_by_client
556043,completed,AL,3,65930,95,Fairfield,8/12/16,Refi - Edocs,5.713422431,sent
557283,completed,AL,3,43470,95,Anniston,8/16/16,Refi - Edocs,10.28307917,sent
561774,completed,AL,3,38308,95,Wellington,8/17/16,Refi - Edocs,21.89040764,direct_links
561844,completed,AL,3,38033,95,Daleville,8/18/16,Refi - Edocs,7.71903582,direct_links
561933,completed,AL,3,26188,95,Mobile,8/18/16,Refi - Edocs,1.883506672,direct_links
561947,completed,AL,3,65102,95,BIRMINGHAM,8/27/16,Refi - Edocs,3.848476953,direct_links
561962,completed,AL,3,68840,95,HUNTSVILLE,8/18/16,Refi - Edocs,4.375438661,direct_links
562120,completed,AL,3,68959,95,Montgomery,8/18/16,Refi - Edocs,2.239870652,sent
566733,completed,AL,3,65704,95,Alabaster,8/22/16,Refi - Edocs,1.082284122,direct_links
524129,completed,AL,3,38033,95,Andalusia,8/9/16,Refi - Edocs,36.81395047,sent
526322,completed,AL,3,16319,95,Phenix City,8/6/16,Refi - Edocs,1.720232095,direct_links
526348,completed,AL,3,69645,95,Hazel Green,8/8/16,Refi - Edocs,9.906655151,direct_links
532588,completed,AL,3,43470,95,Jacksonville,8/4/16,Refi - Edocs,2.698659241,direct_links
545336,completed,TN,1,71015,95,GERMANTOWN,8/10/16,Refi - Fax Back - package up to 200 pages,7.696720671,sent
545432,completed,TN,0,61133,90,Lafollette,8/5/16,Buyer only purchase w/edocs,25.70008162,
532621,completed,AL,3,38240,95,Saraland,8/1/16,Refi - Edocs,3.730035046,direct_links
541592,canceled,AL,3,65245,110,Red Level,8/5/16,Refi -- EDOCS ,48.81227265,direct_links
535426,completed,AL,3,71151,95,sylacauga,8/1/16,Refi - Edocs,17.92066654,sent
535474,completed,AL,3,68959,95,Wetuptka,8/1/16,Refi - Edocs,13.47834757,direct_links
535565,completed,AL,3,70276,95,Owens Cross Roads,8/2/16,Refi - Edocs,5.231502414,direct_links
535707,completed,AL,3,65245,95,Enterprise,8/1/16,Refi - Edocs,2.807459916,sent
536860,completed,AL,3,42560,95,Rockford,8/2/16,Refi - Edocs,22.22297726,direct_links
536918,completed,AL,3,12803,95,gunterville,8/2/16,Refi - Edocs,15.79226775,direct_links
537262,completed,AL,3,42560,95,Jemison,8/2/16,Refi - Edocs,9.427892403,direct_links
538339,completed,AL,3,39105,95,Hanceville,8/24/16,Refi - Edocs,20.15528849,direct_links
540059,completed,AL,3,51190,95,Prattville,8/3/16,Refi - Edocs,15.73166907,direct_links
540119,completed,AL,3,68840,95,Huntsville,8/3/16,Refi - Edocs,4.389031415,direct_links
542009,completed,AL,3,62215,95,Huntsville,8/4/16,Refi - Edocs,3.19475986,direct_links
542449,completed,AL,3,71052,95,Vinemont,8/8/16,Refi - Edocs,39.43667237,direct_links
542529,completed,AL,3,51190,95,Pike Road,8/2/16,Refi - Edocs,13.49397194,direct_links
547032,canceled,AL,1,26208,75,FOLEY,8/5/16,Refi -No Fax Back -avg 200 pages,1.213010157,sent
567055,canceled,AL,1,65930,75,Center Point,8/18/16,Refi -No Fax Back -avg 200 pages,25.63191589,emailed_to_notary
543193,completed,AL,3,26281,95,Slocomb,8/3/16,Refi - Edocs,13.83043464,direct_links
560287,canceled,AL,1,65930,75,Fairfield,8/15/16,Refi -No Fax Back -avg 200 pages,5.376661546,sent
585429,canceled,AL,1,51720,75,Tuscaloosa,8/26/16,Refi -No Fax Back -avg 200 pages,7.038577102,sent
585798,canceled,AL,1,67456,75,Opelika,8/26/16,Refi -No Fax Back -avg 200 pages,7.9027544,emailed_to_notary
585829,canceled,AL,1,39399,115,Titus,8/26/16,Refi -No Fax Back -avg 200 pages,21.74266518,sent
586748,canceled,AL,1,50739,75,Dora,8/26/16,Refi -No Fax Back -avg 200 pages,15.05082718,sent
544929,completed,AL,3,68840,95,Huntsville,8/4/16,Refi - Edocs,8.069854143,direct_links
544974,completed,AL,3,43470,95,Southside,8/5/16,Refi - Edocs,17.35563377,direct_links
545097,completed,AL,3,70276,95,Ardmore,8/5/16,Refi - Edocs,26.77337635,direct_links
568315,completed,AL,3,68840,95,Toney,8/22/16,Refi - Edocs,9.882988295,direct_links
569267,completed,AL,3,51720,95,Northport,8/22/16,Refi - Edocs,3.849305892,direct_links
569662,completed,AL,3,26246,95,Citronelle,8/23/16,Refi - Edocs,19.72647254,direct_links
569778,completed,AL,3,64953,95,Calera,8/22/16,Refi - Edocs,37.07307487,sent
569901,completed,AL,3,26300,95,Montgomery,8/22/16,Refi - Edocs,11.26311529,sent
569947,completed,AL,3,26210,95,Mobile,8/20/16,Refi - Edocs,3.577205348,direct_links
567055,canceled,AL,1,65930,75,Center Point,8/18/16,Refi -No Fax Back -avg 200 pages,25.63191589,emailed_to_notary
560287,canceled,AL,1,65930,75,Fairfield,8/15/16,Refi -No Fax Back -avg 200 pages,5.376661546,sent
571888,completed,AL,3,44125,95,Fairhope,8/20/16,Refi - Edocs,16.62249577,sent
572249,completed,AL,3,65930,95,Birmingham,8/25/16,Refi - Edocs,13.14972728,direct_links
572334,completed,AL,3,64953,95,Pinson,8/23/16,Refi - Edocs,7.942300585,direct_links
545340,completed,AL,3,71151,95,Birmingham,8/8/16,Refi - Edocs,26.97468765,direct_links
545805,completed,TN,3,63819,90,Morristown,8/4/16,Refinance,8.07998481,sent
545733,completed,AL,3,38033,95,Elba,8/8/16,Refi - Edocs,16.86870448,direct_links
545893,completed,TN,2,52940,95,SPRING HILL ,8/3/16,Refinance,26.98731547,sent_by_client
546594,completed,TN,2,67546,95,BARTLETT,8/18/16,"Refi, NO scan/fax backs (edocs)",18.81698548,sent_by_client
539219,canceled,AL,1,38308,100,DELTA,8/2/16,REFI NO FAXBACKS,15.66579504,
545840,completed,AL,3,26269,95,Fort Mitchell,8/6/16,Refi - Edocs,20.99121532,direct_links
546207,completed,AL,3,67456,95,Seale,8/8/16,Refi - Edocs,19.08591151,direct_links
547351,completed,AL,3,62215,95,Huntsville,8/13/16,Refi - Edocs,15.20161047,sent
547487,completed,AL,3,63528,95,Dothan,8/10/16,Refi - Edocs,2.66128974,direct_links
547653,completed,AL,3,26300,95,Montgomery,8/10/16,Refi - Edocs,8.058040916,direct_links
549754,completed,AL,3,55310,95,Mobile,8/10/16,Refi - Edocs,1.829017102,sent
550451,completed,AL,3,62392,95,Tuscaloosa,8/9/16,Refi - Edocs,2.776436748,sent
583457,completed,AL,0,26267,115,Prattville,8/25/16,Refi Signing without fax backs ,20.81739554,sent
550630,completed,AL,3,1742,95,Mc Calla,8/11/16,Refi - Edocs,2.230919085,sent
546594,completed,TN,2,67546,95,BARTLETT,8/18/16,"Refi, NO scan/fax backs (edocs)",18.81698548,sent_by_client
546964,completed,TN,2,41391,90,FRANKLIN,8/11/16,"Refi, NO scan/fax backs (edocs)",5.246866131,sent_by_client
553505,completed,AL,3,55310,95,Mobile,8/11/16,Refi - Edocs,5.466668414,sent
553636,completed,AL,3,67963,95,Mobile,8/10/16,Refi - Edocs,2.69429902,direct_links
553739,completed,AL,3,16319,95,FORT MITCHEL,8/15/16,Refi - Edocs,15.86363358,direct_links
555509,completed,AL,3,71151,95,Helena,8/17/16,Refi - Edocs,11.26115463,direct_links
555786,completed,AL,3,38308,95,Anniston,8/15/16,Refi - Edocs,1.234386364,direct_links
565253,canceled,AL,1,65056,90,Seale,8/16/16,REFI w/edocs,5.78818555,sent_by_client
556121,completed,AL,3,71151,95,Fultondale,8/15/16,Refi - Edocs,32.30067728,direct_links
572864,completed,AL,3,41206,95,Rogersville,8/23/16,Refi - Edocs,17.83506712,direct_links
573565,completed,AL,3,16319,95,"Opelika,",8/25/16,Refi - Edocs,24.94600924,direct_links
548033,completed,TN,0,65793,90,Athens,8/12/16,1R - Refinance,8.900153682,sent
573835,completed,AL,3,53197,95,MADISON,8/26/16,Refi - Edocs,2.489973186,direct_links
573843,completed,AL,3,51720,95,Tuscaloosa,8/25/16,Refi - Edocs,5.229055866,direct_links
574552,completed,AL,3,69764,95,Mount Olive,8/24/16,Refi - Edocs,4.187357401,sent
565253,canceled,AL,1,65056,90,Seale,8/16/16,REFI w/edocs,5.78818555,sent_by_client
576646,completed,AL,3,68840,95,Madison,8/26/16,Refi - Edocs,12.75316458,sent
548183,completed,TN,2,59209,95,MT JULIET,8/6/16,seller only Purchase w/FAX/SCAN BACKS,9.671315202,sent
548433,completed,TN,2,65110,95,MURFREESBORO,8/5/16,"Refi, NO scan/fax backs (edocs)",7.52679133,sent_by_client
576782,completed,AL,3,68840,95,Madison,8/26/16,Refi - Edocs,9.418419606,direct_links
578408,completed,AL,3,68944,95,"Grand Bay,",8/26/16,Refi - Edocs,5.912676431,direct_links
548451,completed,TN,2,64101,95,CHATTANOOGA,8/5/16,"Refi, NO scan/fax backs (edocs)",19.08973733,sent_by_client
560175,completed,AL,3,68840,95,MADISON,8/17/16,Refi - Edocs,10.95182257,direct_links
560444,completed,AL,3,26267,95,Montgomery,8/16/16,Refi - Edocs,3.133217062,direct_links
578854,completed,AL,3,26252,95,Athens,8/26/16,Refi - Edocs,19.20392594,direct_links
548523,completed,TN,2,70312,90,CLARKSVILLE ,8/5/16,Refinance,13.11331287,sent
578858,completed,AL,3,68959,95,Montgomery,8/25/16,Refi - Edocs,2.232909888,direct_links
579633,completed,AL,3,53197,95,Harvest,8/29/16,Refi - Edocs,2.043412182,direct_links
579874,completed,AL,3,68959,95,Millbrook,8/26/16,Refi - Edocs,15.98716246,direct_links
580054,completed,AL,3,38308,95,Oxford,8/26/16,Refi - Edocs,3.060574,direct_links
580346,completed,AL,3,62215,95,Huntsville,8/30/16,Refi - Edocs,9.402103978,direct_links
582255,completed,AL,3,26208,95,magnolia springs,8/25/16,Refi - Edocs,6.731794977,direct_links
564734,completed,AL,3,68840,95,Owens Cross Roads,8/19/16,Refi - Edocs,8.937453847,sent
548758,canceled,AL,0,65704,0,Birmingham,8/8/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,16.4543245,
554300,canceled,AL,0,26251,0,Muscle Shoals,8/10/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,8.332204507,
574991,canceled,AL,0,72190,35,Mc Calla,8/23/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,13.70317797,direct_links
566667,completed,AL,3,62215,95,Gurley,8/22/16,Refi - Edocs,19.90796956,direct_links
549096,completed,TN,2,50077,90,Shady Valley,8/11/16,Refinance,10.15132058,sent_by_client
576509,canceled,AL,0,70665,0,Guntersville,8/23/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,36.83660807,
549703,completed,TN,1,39842,95,Murfreesboro,8/9/16,Refi - Fax Back - package up to 200 pages,9.997262576,sent
549751,completed,TN,1,59209,95,NASHVILLE,8/26/16,Refi - Fax Back - package up to 200 pages,13.39990289,sent
549780,completed,TN,2,41391,95,Nashville,8/4/16,"Refi, NO scan/fax backs (edocs)",11.71351316,sent_by_client
566743,completed,AL,3,70544,95,Pelham,8/20/16,Refi - Edocs,4.296482556,direct_links
550460,completed,TN,0,65879,90,Nashville,8/19/16,Refinance,17.77914552,sent
550652,completed,TN,0,32944,90,Clarksville,8/15/16,Refi Signing without fax backs ,5.015835507,sent_by_client
550652,completed,TN,0,32944,90,Clarksville,8/15/16,Refi Signing without fax backs ,5.015835507,sent_by_client
551262,completed,TN,3,64101,95,CHATTANOOGA,8/8/16,Refinance,9.241024494,sent
551494,completed,TN,3,67546,95,WHITEVILLE,8/8/16,Refinance,22.15669244,sent
551526,completed,TN,0,67546,95,Arlington,8/8/16,Refinance,5.497417739,sent
551614,completed,TN,1,41303,95,Hermitage,8/10/16,Out of StateRefi Loan Signing,9.725669826,sent_by_client
551655,completed,TN,1,63819,90,Johnson City ,8/6/16,Out of StateRefi Loan Signing,49.7161543,sent_by_client
552865,completed,TN,2,41391,90,FRANKLIN,8/12/16,"Refi, NO scan/fax backs (edocs)",9.96784761,sent_by_client
552975,completed,TN,0,36487,95,BRENTWOOD,8/9/16,Witness Closing - REFINANCE-NO FAXBACKS,14.60880465,sent
553480,completed,TN,2,71694,95,Mount Juliet ,8/8/16,Refinance,14.92651093,sent_by_client
555162,completed,TN,0,62401,95,Drummonds,8/11/16,Refinance,16.85629354,sent
566799,completed,AL,3,63528,95,Enterprise,8/22/16,Refi - Edocs,23.29775339,direct_links
559028,canceled,AL,0,67456,0,Auburn,8/25/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,22.21261875,
566942,completed,AL,3,16319,95,Phenix City,8/22/16,Refi - Edocs,2.121526236,direct_links
555184,completed,TN,0,36487,90,FRANKLIN,8/12/16,Witness Closing - Refinance,20.79139095,sent
568944,completed,AL,3,65245,95,Enterprise,8/23/16,Refi - Edocs,0.475749827,direct_links
567101,canceled,AL,0,,0,Lillian,8/15/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,,
567973,canceled,AL,0,26246,0,Mobile,8/18/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,11.70148311,
591122,completed,AL,0,67456,38.29,Auburn,8/26/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,22.21261875,sent
578289,canceled,AL,0,70665,0,Guntersville,8/24/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,36.83660807,
569071,completed,AL,3,26267,95,Montgomery,8/22/16,Refi - Edocs,3.703860649,sent
586719,completed,AL,3,63528,95,"Samson,",8/30/16,Refi - Edocs,35.09234304,direct_links
567101,canceled,AL,0,,0,Lillian,8/15/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,,
567973,canceled,AL,0,26246,0,Mobile,8/18/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,11.70148311,
588377,completed,AL,3,65805,95,Mobile,8/26/16,Refi - Edocs,1.143188352,direct_links
588413,completed,AL,3,70665,95,Ardmore,8/31/16,Refi - Edocs,16.95398827,sent
588585,completed,AL,3,70255,95,Birmingham,8/29/16,Refi - Edocs,13.58750214,sent
572551,completed,AL,3,65704,95,Calera,8/25/16,Refi - Edocs,8.45720311,direct_links
572833,completed,AL,3,63077,95,Huntsville,8/27/16,Refi - Edocs,4.956783427,sent
574448,completed,AL,3,65245,95,Ozark,8/25/16,Refi - Edocs,15.62915408,direct_links
571485,canceled,AL,2,53197,85,HUNTSVILLE,8/19/16,"Refi, NO scan/fax backs (edocs)",13.99947034,
574501,completed,AL,3,68959,95,MONTGOMERY,8/26/16,Refi - Edocs,2.766498817,sent
576916,completed,AL,3,64953,95,Birmingham,8/26/16,Refi - Edocs,10.26670151,sent
569828,canceled,TN,1,71694,90,Greenbrier,8/19/16,Refinance Closing,13.18652727,sent
570031,canceled,TN,0,65436,35,Millington,8/22/16,Refi- Email Docs - PARTIAL FAX BACKS REQUIRED,17.83001505,sent
555254,completed,TN,2,40618,90,MEMPHIS ,8/11/16,Refinance,5.209063615,sent_by_client
577062,completed,AL,3,55310,95,Daphne,8/26/16,Refi - Edocs,24.11055634,sent
578130,completed,AL,3,71151,95,Helena,8/29/16,Refi - Edocs,10.85731727,direct_links
578345,completed,AL,3,64953,95,Moody,8/26/16,Refi - Edocs,5.152003862,sent
578358,completed,AL,3,1742,95,Mc Calla,8/29/16,Refi - Edocs,3.070733865,direct_links
578884,completed,AL,3,26196,95,Birmingham,8/29/16,Refi - Edocs,0.978290121,direct_links
581398,completed,AL,3,60124,95,Center Point,8/29/16,Refi - Edocs,2.820378219,sent
581947,completed,AL,3,38308,95,Piedmont,8/30/16,Refi - Edocs,22.90705528,sent
586843,completed,AL,3,41206,95,Trinity,8/31/16,Refi - Edocs,13.34970386,direct_links
587252,completed,AL,3,62215,95,Madison,8/31/16,Refi - Edocs,4.952038699,sent
588197,completed,AL,3,65930,95,Birmingham,8/29/16,Refi - Edocs,12.82263672,sent
588371,completed,AL,3,26218,95,Fort Mitchell,8/31/16,Refi - Edocs,1.776231704,direct_links
588828,completed,AL,3,68840,95,Harvest,8/29/16,Refi - Edocs,13.21494825,direct_links
555191,completed,AL,3,51720,95,Tuscaloosa,8/15/16,Refi - Edocs,6.69180484,direct_links
557283,completed,AL,3,43470,95,Anniston,8/16/16,Refi - Edocs,10.28307917,sent
555559,completed,TN,2,59209,95,SPRINGFIELD,8/12/16,"Refi, NO scan/fax backs (edocs)",18.58537398,sent_by_client
555743,completed,TN,3,71015,95,Cordova,8/15/16,Refi - Edocs,4.704490119,direct_links
561774,completed,AL,3,38308,95,Wellington,8/17/16,Refi - Edocs,21.89040764,direct_links
561844,completed,AL,3,38033,95,Daleville,8/18/16,Refi - Edocs,7.71903582,direct_links
561933,completed,AL,3,26188,95,Mobile,8/18/16,Refi - Edocs,1.883506672,direct_links
561962,completed,AL,3,68840,95,HUNTSVILLE,8/18/16,Refi - Edocs,4.375438661,direct_links
555743,completed,TN,3,71015,95,Cordova,8/15/16,Refi - Edocs,4.704490119,direct_links
562120,completed,AL,3,68959,95,Montgomery,8/18/16,Refi - Edocs,2.239870652,sent
553739,completed,AL,3,16319,95,FORT MITCHEL,8/15/16,Refi - Edocs,15.86363358,direct_links
555509,completed,AL,3,71151,95,Helena,8/17/16,Refi - Edocs,11.26115463,direct_links
555786,completed,AL,3,38308,95,Anniston,8/15/16,Refi - Edocs,1.234386364,direct_links
556121,completed,AL,3,71151,95,Fultondale,8/15/16,Refi - Edocs,32.30067728,direct_links
560175,completed,AL,3,68840,95,MADISON,8/17/16,Refi - Edocs,10.95182257,direct_links
560444,completed,AL,3,26267,95,Montgomery,8/16/16,Refi - Edocs,3.133217062,direct_links
555823,completed,TN,2,65786,90,Murfreesboro,8/9/16,Refinance,7.175838957,sent_by_client
556145,completed,TN,2,66657,90,Powell,8/11/16,Refinance,11.61739185,sent_by_client
556152,completed,TN,2,70823,95,Springfield,8/12/16,Refinance,20.06644246,sent
556159,completed,TN,2,59209,95,Hendersonville,8/9/16,Refinance,3.018750426,sent_by_client
557178,completed,TN,1,71051,95,MOUNT JULIET,8/15/16,Refi - Fax Back - package up to 200 pages,7.348880992,sent
557178,completed,TN,1,71051,95,MOUNT JULIET,8/15/16,Refi - Fax Back - package up to 200 pages,7.348880992,sent
557301,completed,TN,2,65110,90,SMYRNA ,8/12/16,Refinance,2.586615127,sent_by_client
557326,completed,TN,2,38780,90,CHARLOTTE ,8/9/16,Refinance,7.643593371,sent
557513,completed,TN,2,68939,95,MOUNT JULIET,8/10/16,Refinance,6.788209505,sent_by_client
571238,canceled,TN,2,,100,COOKEVILLE,8/17/16,Refi,,
571238,canceled,TN,2,,100,COOKEVILLE,8/17/16,Refi,,
557547,completed,TN,2,39842,95,SMYRNA ,8/12/16,Refinance,0.661239448,sent_by_client
570558,completed,AL,1,26300,95,Montgomery,8/19/16,Refi -No Fax Back -avg 200 pages,4.227945527,sent
557720,completed,TN,2,66415,90,MEMPHIS,8/12/16,Refinance,8.570092882,sent
557772,completed,TN,2,55480,90,HIXSON,8/11/16,"Refi, NO scan/fax backs (edocs)",10.64016569,sent_by_client
557921,completed,TN,2,48490,95,ALRINGTON,8/12/16,"Refi, NO scan/fax backs (edocs)",28.89943812,sent_by_client
559543,completed,TN,2,66654,95,CHUCKEY ,8/12/16,Refinance,21.55852895,sent_by_client
559695,completed,TN,0,55480,95,Soddy Daisy,8/18/16,Refinance,17.57674276,sent
559695,completed,TN,0,55480,95,Soddy Daisy,8/18/16,Refinance,17.57674276,sent
574009,completed,AL,0,63528,95,Daleville,8/24/16,Refi Signing without fax backs ,13.58419609,sent_by_client
581155,completed,AL,0,71052,95,Pinson,8/25/16,Refi Signing without fax backs ,10.2526805,sent_by_client
591862,completed,AL,0,51720,95,Vance,8/26/16,Refi Signing without fax backs ,19.18301363,sent_by_client
560711,completed,TN,2,68982,90,NASHVILLE,8/12/16,"Refi, NO scan/fax backs (edocs)",7.668124148,sent_by_client
561337,completed,TN,0,36487,90,FRANKLIN,8/19/16,Witness Closing - Refinance,18.38523053,sent
556262,completed,AL,0,62215,95,Owens Cross Roads,8/11/16,Refi with fax backs. ,19.06684011,sent_by_client
